Name,Price,Market price,Location,Thumbnail,Images,Gear,Odometer,Fuel type,Car condition,Other features,Dealer name,Page link,Second Condition,Make,Model,Year of Manufacture,Color,Registered Car,Trim,Body,Drivetrain,Engine Size,Number of Cylinders,Horse Power,Seats,Exchange Possible,VIN Chassis number,Mileage,VIN number
Isuzu Impulse 2004 Blue,"₦ 6,000,000",,"Abuja, Jabi",https://pictures-nigeria.jijistatic.com/110036490_NjIwLTQ2NS02YmY1NzdkZGIx.webp,https://pictures-nigeria.jijistatic.com/110036490_MTExLTgzLTZiZjU3N2RkYjE.webp | https://pictures-nigeria.jijistatic.com/110036494_MTExLTgzLTI0M2YxMzc4YTk.webp | https://pictures-nigeria.jijistatic.com/110036489_MTExLTgzLTRjMzFhN2ZjNDA.webp | https://pictures-nigeria.jijistatic.com/110036484_MTExLTgzLWE1MDA3MzkwNjU.webp | https://pictures-nigeria.jijistatic.com/110036485_MTExLTgzLTI5OGNjZTNmZTg.webp,Manual,80000 km,,Nigerian Used,Air Conditioning | AM/FM Radio | Leather Seats | Airbags | Front Fog Lamps,AK AUTOS EMPIRE,https://jiji.ng/jabi/cars/isuzu-impulse-2004-blue-rcj0oSxzkhrCEkX05lysecGV.html,No faults,Isuzu,Impulse,2004,Blue,Yes,,,,,,,,,,,
Mercedes-Benz E550 2011 Black,"₦ 6,850,000",,"Rivers, Port-Harcourt",https://pictures-nigeria.jijistatic.com/114582110_NjIwLTYyMC02ZmJiM2UwZTE0.webp,https://pictures-nigeria.jijistatic.com/114582110_MTExLTExMS02ZmJiM2UwZTE0.webp | https://pictures-nigeria.jijistatic.com/114692117_MTExLTExMS1kOTEwODgxMjI5.webp | https://pictures-nigeria.jijistatic.com/114692121_MTExLTExMS03YjZmNTEzMWE3.webp | https://pictures-nigeria.jijistatic.com/114692138_MTExLTEzOC01OTU0YmE1MjJj.webp | https://pictures-nigeria.jijistatic.com/114694696_MTExLTgyLWZkYjQzN2UyMzk.webp,Automatic,97000 km,,Nigerian Used,,Moji Muibi,https://jiji.ng/port-harcourt/cars/mercedes-benz-e550-2011-black-fYiaqwPlF1EyBUBCj5DqF62O.html,No faults,Mercedes-Benz,E550,2011,Black,Yes,,,,,,,,,,,
Toyota Highlander Sport 2010 Gray,"₦ 8,500,000",₦ 8.5 M ~ 8.82 M,"Lagos, Ajah",https://pictures-nigeria.jijistatic.com/115989767_NjIwLTQ2NS1hZDhlNjQ1ZWRk.webp,https://pictures-nigeria.jijistatic.com/115989767_MTExLTgzLWFkOGU2NDVlZGQ.webp | https://pictures-nigeria.jijistatic.com/115989769_MTExLTgzLTVlYzVkYjNlMDg.webp | https://pictures-nigeria.jijistatic.com/115989768_MTExLTgzLTg5MTZiYTdjNzc.webp | https://pictures-nigeria.jijistatic.com/115989772_MTExLTgzLWMxZTA2Njk5MzE.webp | https://pictures-nigeria.jijistatic.com/115989765_MTExLTgzLWZkNTQzMTM1YWU.webp,Automatic,70000 km,Petrol,Foreign Used,,Leadership Motors limited,https://jiji.ng/ajah/cars/toyota-highlander-sport-2010-gray-eTaiQeoFX03RkeksTe9wxMwl.html,No faults,Toyota,Highlander,2010,Gray,No,Sport,SUV,Front Wheel,3500           cc,6,274           hp,7,,,,
Lexus GX 2013 Black,"₦ 16,000,000",₦ 15.02 M ~ 18.25 M,"Lagos, Amuwo-Odofin",https://pictures-nigeria.jijistatic.com/101736480_NjIwLTgyNy05ODVjZDY4NjY0.webp,https://pictures-nigeria.jijistatic.com/101736480_MTExLTE0OC05ODVjZDY4NjY0.webp | https://pictures-nigeria.jijistatic.com/101736668_MTExLTgzLTUwYmI5OTBhYWU.webp | https://pictures-nigeria.jijistatic.com/101736669_MTExLTE0OC1iODE2NzlkOTIz.webp | https://pictures-nigeria.jijistatic.com/101736670_MTExLTgzLWJiMGU0Mzc2MzM.webp | https://pictures-nigeria.jijistatic.com/101736672_MTExLTgzLTEyNzg0ODU3Mjc.webp,Automatic,,,Nigerian Used,,Fidel Nnonyelu,https://jiji.ng/amuwo-odofin/cars/lexus-gx-2013-black-rij0O0ZYrN3HMit2BJeexyii.html,"Unpainted, Original parts",Lexus,GX,2013,Black,,,,,,,,,,,,
Lexus GX 460 2021 White,"₦ 19,100,000",₦ 47 M ~ 52.37 M,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/108610077_NjIwLTQ2NS1hNzMyNzNiZGZj.webp,https://pictures-nigeria.jijistatic.com/108610077_MTExLTgzLWE3MzI3M2JkZmM.webp | https://pictures-nigeria.jijistatic.com/108611443_MTExLTE0OC1kZGUzZGU4MmM3.webp | https://pictures-nigeria.jijistatic.com/108610126_MTExLTgzLTM2YmI0NWY3ZGY.webp | https://pictures-nigeria.jijistatic.com/108611444_MTExLTE0OC0xZGNhNGU1NDBi.webp | https://pictures-nigeria.jijistatic.com/108611446_MTExLTgzLTZjMzQ3YzcwZTU.webp,Automatic,,Petrol,Foreign Used,,Foreign Autos Ltd,https://jiji.ng/lekki/cars/lexus-gx-460-2021-white-AUhoip0eCZftEPTsazZAKCIK.html,No faults,Lexus,GX,2021,White,No,460,SUV,All Wheel,4700           cc,8,296           hp,5,Yes,,,
Lexus LS 460 L Luxury Sedan 2007 Blue,"₦ 4,550,000",,"Abuja, Central Business District",https://pictures-nigeria.jijistatic.com/108368424_NjIwLTQ2NS0yOWQ3ZGIxNzFi.webp,https://pictures-nigeria.jijistatic.com/108368424_MTExLTgzLTI5ZDdkYjE3MWI.webp | https://pictures-nigeria.jijistatic.com/108368435_MTExLTgzLWE4M2FkNTYzZWU.webp | https://pictures-nigeria.jijistatic.com/108368445_MTExLTgzLWM0MTc4YjkzNGM.webp | https://pictures-nigeria.jijistatic.com/108368449_MTExLTgzLWU3N2IxN2E5YmE.webp | https://pictures-nigeria.jijistatic.com/108368450_MTExLTgzLTVmNmYyNTAxMmM.webp,Automatic,86325 km,Diesel,Nigerian Used,,BlissBills,https://jiji.ng/central-business-district/cars/lexus-ls-460-l-luxury-sedan-2007-blue-hEmbJjBlEBhOXy12D6IdSINs.html,"Original parts, No faults, Unpainted",Lexus,LS,2007,Blue,Yes,460 L Luxury Sedan,Sedan,Rear Wheel,4600           cc,8,386           hp,5,,,,
Toyota RAV4 2007 Silver,"₦ 2,900,000",₦ 3.5 M ~ 3.6 M,"Edo, Benin City",https://pictures-nigeria.jijistatic.com/115806071_NjIwLTgyNy04MGM5YmI4YTFi.webp,https://pictures-nigeria.jijistatic.com/115806071_MTExLTE0OC04MGM5YmI4YTFi.webp | https://pictures-nigeria.jijistatic.com/115798810_MTExLTgzLTkzYTQzOTNkZTA.webp | https://pictures-nigeria.jijistatic.com/115806074_MTExLTE0OC1lOWI3MzlkZWQy.webp | https://pictures-nigeria.jijistatic.com/115806077_MTExLTE0OC1lMDlmNmJhMjA2.webp | https://pictures-nigeria.jijistatic.com/115806082_MTExLTE0OC0wNzlmNzhlMjdj.webp,Automatic,,,Nigerian Used,,David Itsueli,https://jiji.ng/oredo/cars/toyota-rav4-2007-silver-BKZrOqvMTKto97yUXPvgjjG8.html,First registration,Toyota,RAV4,2007,Silver,Yes,,,,,,,,,,,
Lexus GX 470 2007 Silver,"₦ 8,000,000",₦ 7.5 M ~ 7.85 M,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/96474824_NjIwLTQ2NS05NzVjYzM4NjQw.webp,https://pictures-nigeria.jijistatic.com/96474824_MTExLTgzLTk3NWNjMzg2NDA.webp | https://pictures-nigeria.jijistatic.com/96474825_MTExLTgzLTI3NWQ2MzBjOGM.webp | https://pictures-nigeria.jijistatic.com/96474827_MTExLTgzLTE0NDMxYTFmMGU.webp | https://pictures-nigeria.jijistatic.com/96477645_MTExLTE0OC0xNmUxMjRkODZi.webp | https://pictures-nigeria.jijistatic.com/96474831_MTExLTgzLTFhNDdkZWNmOWU.webp,Automatic,86524 km,Petrol,Foreign Used,,Chi Motors,https://jiji.ng/apapa/cars/lexus-gx-470-2007-silver-aQe0ViiyBB9ZbJAnQ98wN8DD.html,"Unpainted, No faults, Original parts",Lexus,GX,2007,Silver,No,470,SUV,All Wheel,4700           cc,8,267           hp,7,No,,,
Acura ILX 2013 Blue,"₦ 7,600,000",,"Abuja, Jabi",https://pictures-nigeria.jijistatic.com/106354453_NjIwLTQ2NS02ZGViM2Q3MjA5.webp,https://pictures-nigeria.jijistatic.com/106354453_MTExLTgzLTZkZWIzZDcyMDk.webp | https://pictures-nigeria.jijistatic.com/106354451_MTExLTgzLTY1MGYzYjU3NjA.webp | https://pictures-nigeria.jijistatic.com/106354448_MTExLTgzLWY2NzA0NzJlN2U.webp | https://pictures-nigeria.jijistatic.com/106354449_MTExLTgzLTIyMTA4MTFiMDg.webp | https://pictures-nigeria.jijistatic.com/106354452_MTExLTgzLWM4NDM0MGZjYzI.webp,Automatic,70000 km,,Foreign Used,,AK AUTOS EMPIRE,https://jiji.ng/jabi/cars/acura-ilx-2013-blue-jZxLgSkXGwmKtatC58AZeFoe.html,No faults,Acura,ILX,2013,Blue,No,,,,,,,,Yes,,,
Toyota Camry 2009 Blue,"₦ 3,450,000",₦ 3.2 M ~ 3.42 M,"Abuja, Jabi",https://pictures-nigeria.jijistatic.com/117231004_NjIwLTgyNy0zMGZlODhkMjZh.webp,https://pictures-nigeria.jijistatic.com/117231004_MTExLTE0OC0zMGZlODhkMjZh.webp | https://pictures-nigeria.jijistatic.com/117231014_MTExLTgzLWE2NGMyMGU4N2Q.webp | https://pictures-nigeria.jijistatic.com/117230997_MTExLTgzLTNjZTNlNDY1NDE.webp | https://pictures-nigeria.jijistatic.com/117231010_MTExLTgzLTc0ZjRmYmExN2I.webp | https://pictures-nigeria.jijistatic.com/117231008_MTExLTgzLTIyNzc2ODk3OGU.webp,Automatic,,Petrol,Nigerian Used,,NorthShore Autoz,https://jiji.ng/jabi/cars/toyota-camry-2009-blue-JWOdeS1RKFlLp2SeESgpUVy.html,No faults,Toyota,Camry,2009,Blue,Yes,SE 4dr Sedan (2.4L 4cyl 5A),Sedan,Front,2400           cc,4,158           hp,5,Yes,,,
Mercedes-Benz GLA 250 2015 Gray,"₦ 15,200,000",₦ 15.5 M ~ 15.82 M,"Lagos, Alimosho",https://pictures-nigeria.jijistatic.com/90538162_NjIwLTgyNy1jZGU4ZDcyY2Fh.webp,https://pictures-nigeria.jijistatic.com/90538162_MTExLTE0OC1jZGU4ZDcyY2Fh.webp | https://pictures-nigeria.jijistatic.com/90538065_MTExLTgzLTJmZjcyMjA1NDg.webp | https://pictures-nigeria.jijistatic.com/90538072_MTExLTgzLTMxZTkwNmI5NTY.webp | https://pictures-nigeria.jijistatic.com/90538073_MTExLTgzLTQ2MWU1OWMyMmQ.webp | https://pictures-nigeria.jijistatic.com/90538074_MTExLTgzLWExYzcxOTU2NzI.webp,Automatic,73654 km,,Foreign Used,,Rabiu Rasaq,https://jiji.ng/alimosho/cars/mercedes-benz-gla-250-2015-gray-MPpc5Ww9ZDsKwaIf6SuQJE7.html,No faults,Mercedes-Benz,GLA 250,2015,Gray,No,,,,,,,,,,,
Toyota Highlander Limited 2009 Green,"₦ 5,800,000,",₦ 5.82 M ~ 6.1 M,"Lagos, Surulere",https://pictures-nigeria.jijistatic.com/116583675_NjIwLTQ1MC1lMjQ3NDAxMTli.webp,https://pictures-nigeria.jijistatic.com/116583675_MTExLTgxLWUyNDc0MDExOWI.webp | https://pictures-nigeria.jijistatic.com/116583674_MTExLTkxLWE5N2NlZGFiODE.webp | https://pictures-nigeria.jijistatic.com/116583663_MTExLTg4LWZiMjA1YTJkNmM.webp | https://pictures-nigeria.jijistatic.com/116583662_MTExLTkyLTUyZjQ2MTFjN2M.webp | https://pictures-nigeria.jijistatic.com/116583665_MTExLTY3LTZiMmIxZmFkYmM.webp,Automatic,,Petrol,Nigerian Used,AM/FM Radio | CD Player | Alloy Wheels | Airbags | Android Auto,De Edge Auto's,https://jiji.ng/surulere/cars/toyota-highlander-limited-2009-green-i05mU1WqhYKaJT2CfeTzmqLF.html,"First owner, First registration, Unpainted",Toyota,Highlander,2009,Green,Yes,Limited,SUV,Front Wheel,3500           cc,6,274           hp,7,Yes,,,
Toyota Highlander Limited 3.5l 4WD 2013 Black,"₦ 13,000,000",₦ 11.5 M ~ 12.3 M,"Imo, Owerri",https://pictures-nigeria.jijistatic.com/100225908_NjIwLTgyNy02NjA4OWI0NGEw.webp,https://pictures-nigeria.jijistatic.com/100225908_MTExLTE0OC02NjA4OWI0NGEw.webp | https://pictures-nigeria.jijistatic.com/100225896_MTExLTExMS0yOWUxOGQ3YTJl.webp | https://pictures-nigeria.jijistatic.com/100225897_MTExLTgzLWMyZmFlOWY1Yjk.webp | https://pictures-nigeria.jijistatic.com/100225898_MTExLTExMS1mYzU3NmE5NWU3.webp | https://pictures-nigeria.jijistatic.com/100225901_MTExLTExMS1hYWQ0OTQwNGFl.webp,Automatic,,Petrol,Foreign Used,,Ikenna Anyanwu,https://jiji.ng/owerri-municipal/cars/toyota-highlander-limited-3-5l-4wd-2013-black-hcZIMZ9aGMV4Lvpg8i8rfEzo.html,No faults,Toyota,Highlander,2013,Black,No,Limited 3.5l 4WD,SUV,All Wheel,3500           cc,6,270           hp,5,,,,
Mercedes-Benz M Class 2015 White,"₦ 14,300,000",₦ 15.28 M ~ 16.5 M,"Lagos, Gbagada",https://pictures-nigeria.jijistatic.com/96249076_NjIwLTQ2NS1lOWJhM2Q4YjBm.webp,https://pictures-nigeria.jijistatic.com/96249076_MTExLTgzLWU5YmEzZDhiMGY.webp | https://pictures-nigeria.jijistatic.com/96249063_MTExLTgzLTQxZTMxNmFkOWU.webp | https://pictures-nigeria.jijistatic.com/96263995_MTExLTE0OC0yYWJlNGQ1NGFi.webp | https://pictures-nigeria.jijistatic.com/96249248_MTExLTgzLWQ1ZWMyNjczYWE.webp | https://pictures-nigeria.jijistatic.com/96263996_MTExLTE0OC1hNGI5N2JiOGMx.webp,Automatic,86803 km,Petrol,Foreign Used,,Shofat Motors,https://jiji.ng/gbagada/cars/mercedes-benz-m-class-2015-white-u1oAxHObHwNcpRARwdlgywiU.html,No faults,Mercedes-Benz,M Class,2015,White,,ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A),SUV,All Wheel,3500           cc,6,302           hp,5,,,,
Lexus ES 2013 Black,"₦ 8,600,000",₦ 11.02 M ~ 11.9 M,"Lagos, Isolo",https://pictures-nigeria.jijistatic.com/66129554_NjIwLTgyNy1kYWJjNzZlMGM0.webp,https://pictures-nigeria.jijistatic.com/66129554_MTExLTE0OC1kYWJjNzZlMGM0.webp | https://pictures-nigeria.jijistatic.com/66129545_MTExLTgzLWYxZGMyOGM2ZTc.webp | https://pictures-nigeria.jijistatic.com/66129547_MTExLTgzLWFkMTk5YmE5ZmY.webp | https://pictures-nigeria.jijistatic.com/66129550_MTExLTgzLTExMjhlNGE2ZWM.webp | https://pictures-nigeria.jijistatic.com/66129553_MTExLTgzLTE3MDc0ZWYzOTc.webp,Automatic,,,Foreign Used,,baseline autos,https://jiji.ng/isolo/cars/lexus-es-2013-black-uEp99s9dRVoMMTHBh8Ex5ODt.html,No faults,Lexus,ES,2013,Black,No,,,,,,,,Yes,,,
Toyota Camry 2003 Blue,"₦ 1,850,000",₦ 1.95 M ~ 2.2 M,"Lagos, Abule Egba",https://pictures-nigeria.jijistatic.com/114092360_NjIwLTQ2NS02NmZiYTk1MGUz.webp,https://pictures-nigeria.jijistatic.com/114092360_MTExLTgzLTY2ZmJhOTUwZTM.webp | https://pictures-nigeria.jijistatic.com/114092359_MTExLTgzLWZjNmIxNWYyNjI.webp | https://pictures-nigeria.jijistatic.com/114092362_MTExLTgzLTVhNzQ3YzFlZjU.webp | https://pictures-nigeria.jijistatic.com/114092366_MTExLTgzLTYxN2RkN2FkMDU.webp | https://pictures-nigeria.jijistatic.com/114092361_MTExLTgzLTFlN2NmNGEzNmI.webp,Automatic,,,Nigerian Used,,Aminat Gafar,https://jiji.ng/lagos-abule-egba/cars/toyota-camry-2003-blue-pgKiixaPIjXpRqmdIskaIKPG.html,No faults,Toyota,Camry,2003,Blue,Yes,,,,,,,,,,,
Toyota Highlander Limited 3.5l 4WD 2013 Blue,"₦ 7,250,000,",₦ 7.44 M ~ 7.9 M,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/117226434_NjIwLTQ2Ni00ZGMzZDU4MDY0.webp,https://pictures-nigeria.jijistatic.com/117226434_MTExLTgzLTRkYzNkNTgwNjQ.webp | https://pictures-nigeria.jijistatic.com/117226041_MTExLTgzLTE1MjQ2NmI0OWY.webp | https://pictures-nigeria.jijistatic.com/117226048_MTExLTg2LWQyZTg0ZDYxYmY.webp | https://pictures-nigeria.jijistatic.com/117226300_MTExLTc1LTExMjA2MTA0OWI.webp | https://pictures-nigeria.jijistatic.com/117226302_MTExLTg0LTk5YmM4YzBmNmU.webp,Automatic,,Petrol,Nigerian Used,,Izu,https://jiji.ng/lekki/cars/toyota-highlander-limited-3-5l-4wd-2013-blue-8bb4ROFne5RzQbYxtQrsFCHH.html,No faults,Toyota,Highlander,2013,Blue,Yes,Limited 3.5l 4WD,SUV,All Wheel,3500           cc,6,270           hp,5,,,,
Honda Accord 2.4 2009 Red,"₦ 2,300,000",₦ 2.35 M ~ 2.5 M,"Ondo, Akure",https://pictures-nigeria.jijistatic.com/112216883_NjIwLTgyNy0zYzdhZjRmZWQ1.webp,https://pictures-nigeria.jijistatic.com/112216883_MTExLTE0OC0zYzdhZjRmZWQ1.webp | https://pictures-nigeria.jijistatic.com/112216891_MTExLTE0OC0zMWI2N2FlYjdh.webp | https://pictures-nigeria.jijistatic.com/112216889_MTExLTE0OC0zYjZhNGI5ZTVm.webp | https://pictures-nigeria.jijistatic.com/112213888_MTExLTgzLTIxYjIyYTkyMjk.webp | https://pictures-nigeria.jijistatic.com/112216879_MTExLTgzLWFlNzNkYjc4MDI.webp,Automatic,,Petrol,Nigerian Used,,Ootoade Adedamola,https://jiji.ng/akure-south/cars/honda-accord-2-4-2009-red-qhXx20NI7niGcWrsZqh2tS12.html,First registration,Honda,Accord,2009,Red,Yes,2.4,,,2400           cc,4,,5,,,,
Toyota Highlander SE 2011 Black,"₦ 10,800,000,",₦ 9 M ~ 9.46 M,"Lagos, Ikeja",https://pictures-nigeria.jijistatic.com/110013922_NjIwLTQ2NS05MzZjNjEyOGNh.webp,https://pictures-nigeria.jijistatic.com/110013922_MTExLTgzLTkzNmM2MTI4Y2E.webp | https://pictures-nigeria.jijistatic.com/110024014_MTExLTE0OC0zNzZlMjc1MTY5.webp | https://pictures-nigeria.jijistatic.com/110024016_MTExLTE0OC1kZDg1MjNmNmVj.webp | https://pictures-nigeria.jijistatic.com/110024017_MTExLTE0OC0xZGE5ODVjYjZl.webp | https://pictures-nigeria.jijistatic.com/110024019_MTExLTE0OC0yZDQxYzk2NmU3.webp,Automatic,120000 km,Petrol,Foreign Used,Air Conditioning,Francis Sly,https://jiji.ng/ikeja/cars/toyota-highlander-se-2011-black-pfymiMV88Wf5P8N8kX2f86FI.html,No faults,Toyota,Highlander,2011,Black,No,SE,SUV,Front Wheel,2700           cc,4,190           hp,7,No,,,
Toyota Tacoma Double Cab V6 2009 Gray,"₦ 7,520,000",₦ 9 M ~ 9.5 M,"Lagos, Abule Egba",https://pictures-nigeria.jijistatic.com/103207623_NjIwLTQ2NS1kNWY3MWRlY2Iy.webp,https://pictures-nigeria.jijistatic.com/103207623_MTExLTgzLWQ1ZjcxZGVjYjI.webp | https://pictures-nigeria.jijistatic.com/103207622_MTExLTgzLWJkMzdkMDJjYjI.webp | https://pictures-nigeria.jijistatic.com/103207620_MTExLTgzLTUwNWZkMDBiOWY.webp | https://pictures-nigeria.jijistatic.com/103207621_MTExLTgzLWVmYTc1NzVkNzU.webp | https://pictures-nigeria.jijistatic.com/103207624_MTExLTgzLWYzZTU3ODAxMTk.webp,Automatic,98965 km,Petrol,Foreign Used,,Giwa motor,https://jiji.ng/lagos-abule-egba/cars/toyota-tacoma-double-cab-v6-2009-gray-rKOe46brN1Q7Q6EK6hjJ7K57.html,No faults,Toyota,Tacoma,2009,Gray,,Double Cab V6,Pickup,All Wheel,4000           cc,6,,5,,,,
Toyota Highlander 2015 Blue,"₦ 13,500,000",₦ 16.2 M ~ 17 M,"Abuja, Central Business District",https://pictures-nigeria.jijistatic.com/79048040_NjIwLTgyNy1kYmZjMjA0YTE1.webp,https://pictures-nigeria.jijistatic.com/79048040_MTExLTE0OC1kYmZjMjA0YTE1.webp | https://pictures-nigeria.jijistatic.com/79048006_MTExLTE0OC1lZDQzNmExZTVi.webp | https://pictures-nigeria.jijistatic.com/79048034_MTExLTE0OC0zZDA1NjMwNzAx.webp | https://pictures-nigeria.jijistatic.com/79048041_MTExLTE0OC0wZjE1MjhkM2Ez.webp | https://pictures-nigeria.jijistatic.com/79048044_MTExLTE0OC0xNzMxMDE2Zjgx.webp,Automatic,41250 km,Petrol,Foreign Used,,Onuko Ezeh,https://jiji.ng/central-business-district/cars/toyota-highlander-2015-blue-l80VQ1wp0TpZKWI1OXtkDlo3.html,"No faults, Original parts, Unpainted",Toyota,Highlander,2015,Blue,No,Limited 4dr SUV (3.5L 6cyl 6A),SUV,Front Wheel,3500           cc,6,270           hp,7,Yes,3N1AB7AP7SA******,,
Lexus RX 2020 White,"₦ 29,000,000",₦ 34.25 M ~ 36.02 M,"Abuja, Wuse",https://pictures-nigeria.jijistatic.com/82250961_NjIwLTQ2NS1hYTZkNmE3YjQy.webp,https://pictures-nigeria.jijistatic.com/82250961_MTExLTgzLWFhNmQ2YTdiNDI.webp | https://pictures-nigeria.jijistatic.com/82250965_MTExLTgzLTEzMGM0ODQzMGY.webp | https://pictures-nigeria.jijistatic.com/82326973_MTExLTE0OC03NTY5NThkYzYx.webp | https://pictures-nigeria.jijistatic.com/82326975_MTExLTE0OC1kMTc2NWRhNjJk.webp | https://pictures-nigeria.jijistatic.com/82250952_MTExLTgzLWRkMGYwY2IxMzk.webp,Automatic,2000 km,,Foreign Used,,Best Odudu-Emmanuel,https://jiji.ng/wuse/cars/lexus-rx-2020-white-nveLbhDTgEgFETaKYlVssqVy.html,No faults,Lexus,RX,2020,White,No,,,,,,,,,,,
Toyota Camry SE FWD (2.5L 4cyl 8AM) 2018 Silver,"₦ 15,300,000",₦ 14.5 M ~ 15.36 M,"Lagos, Agege",https://pictures-nigeria.jijistatic.com/112888732_NjIwLTQ2NS0xMzZlZGVmMDZi.webp,https://pictures-nigeria.jijistatic.com/112888732_MTExLTgzLTEzNmVkZWYwNmI.webp | https://pictures-nigeria.jijistatic.com/112888734_MTExLTgzLWNhYzg4NTBiZTU.webp | https://pictures-nigeria.jijistatic.com/112888733_MTExLTgzLWM4MWFkOTQxNDY.webp | https://pictures-nigeria.jijistatic.com/112888736_MTExLTgzLTQwYjIwNjU3OWE.webp | https://pictures-nigeria.jijistatic.com/112888735_MTExLTgzLWJhNjFhMGYxOTE.webp,Automatic,,Petrol,Foreign Used,,ALFA autos,https://jiji.ng/agege/cars/toyota-camry-se-fwd-2-5l-4cyl-8am-2018-silver-zqnZjtrywfiflyEDKmVTH57U.html,No faults,Toyota,Camry,2018,Silver,No,SE FWD (2.5L 4cyl 8AM),Sedan,Front,2500           cc,4,203           hp,5,,,,
Hyundai Santa Fe 2008 Blue,"₦ 2,200,000",₦ 2.84 M ~ 3.3 M,"Rivers, Port-Harcourt",https://pictures-nigeria.jijistatic.com/106115113_NjIwLTgyNy0zOWE4NjU1MGE0.webp,https://pictures-nigeria.jijistatic.com/106115113_MTExLTE0OC0zOWE4NjU1MGE0.webp | https://pictures-nigeria.jijistatic.com/106115117_MTExLTgzLTQ3NzRkYzlkYTQ.webp | https://pictures-nigeria.jijistatic.com/106115116_MTExLTgzLWEzZmRhM2RjNTg.webp | https://pictures-nigeria.jijistatic.com/106115136_MTExLTgzLTc0ODFmNmMwOGQ.webp | https://pictures-nigeria.jijistatic.com/106115130_MTExLTgzLWQ5MDg2NzRlNzg.webp,Automatic,,,Nigerian Used,,Emeka Ogu,https://jiji.ng/port-harcourt/cars/hyundai-santa-fe-2008-blue-fpMeSAfBXZtS1zjN7vYoa3C.html,"First owner, No faults",Hyundai,Santa Fe,2008,Blue,Yes,,,,,,,,,,,
Lexus ES 350 FWD 2013 Silver,"₦ 7,500,000,",₦ 7.5 M ~ 8.5 M,"Oyo, Ibadan",https://pictures-nigeria.jijistatic.com/116994872_NjIwLTUzNC1kMDAyMTMyNjg3.webp,https://pictures-nigeria.jijistatic.com/116994872_MTExLTk2LWQwMDIxMzI2ODc.webp | https://pictures-nigeria.jijistatic.com/116995827_MTExLTE0OC1lMjA5NjQyY2Ez.webp | https://pictures-nigeria.jijistatic.com/116995808_MTExLTE0OC1iZjMwMzFmYmU5.webp | https://pictures-nigeria.jijistatic.com/116995820_MTExLTE0OC02MzljNmJjZmUx.webp | https://pictures-nigeria.jijistatic.com/116995810_MTExLTE0OC04MDVkYWNkMGEw.webp,Automatic,,Petrol,Nigerian Used,,CYNDYAUTOS,https://jiji.ng/ibadan/cars/lexus-es-350-fwd-2013-silver-2DUoOiGF3YncsjvzqhDu5G1G.html,No faults,Lexus,ES,2013,Silver,Yes,350 FWD,Sedan,Front Wheel,3500           cc,6,268           hp,5,No,,,
Mercedes-Benz M Class ML 350 4Matic 2012 Gray,"₦ 16,700,000,",₦ 13.85 M ~ 14.5 M,"Abuja, Kubwa",https://pictures-nigeria.jijistatic.com/116727523_NjIwLTgyNy1iM2NiNTI1ZTIx.webp,https://pictures-nigeria.jijistatic.com/116727523_MTExLTE0OC1iM2NiNTI1ZTIx.webp | https://pictures-nigeria.jijistatic.com/116727483_MTExLTE0OC1mZWJmZjgxODI5.webp | https://pictures-nigeria.jijistatic.com/116727461_MTExLTgzLWNhYTIwMjJjN2Y.webp | https://pictures-nigeria.jijistatic.com/116727445_MTExLTgzLWJlYjgxYmU4NGE.webp | https://pictures-nigeria.jijistatic.com/116727481_MTExLTgzLTliMTNlMjVhODY.webp,Automatic,104000 km,Petrol,Foreign Used,,Divine Ukanah,https://jiji.ng/kubwa/cars/mercedes-benz-m-class-ml-350-4matic-2012-gray-iInq4dybFfUnXclxW3kQcC1e.html,Unpainted,Mercedes-Benz,M Class,2012,Gray,No,ML 350 4Matic,SUV,All Wheel,3500           cc,6,302           hp,5,,,,
Mercedes-Benz GLE-Class 2020 Gray,"₦ 65,000,000,",₦ 65 M ~ 68.25 M,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/112102785_NjIwLTgyOC1hM2ZkYzQ1OTYx.webp,https://pictures-nigeria.jijistatic.com/112102785_MTExLTE0OC1hM2ZkYzQ1OTYx.webp | https://pictures-nigeria.jijistatic.com/112102786_MTExLTE0OC04MDUxZjA3NzUy.webp | https://pictures-nigeria.jijistatic.com/112102798_MTExLTE0OC05N2M4N2QzZGNh.webp | https://pictures-nigeria.jijistatic.com/112102796_MTExLTE0OC05OTA2MWI0Yjk5.webp | https://pictures-nigeria.jijistatic.com/112102789_MTExLTE0OC1kNDk5YmRlOTli.webp,Automatic,37000 km,,Foreign Used,LED Headlights | Leather Seats | Parking Sensors | Parking Assist | Blind Spot Monitor | Electric Mirrors | Electric Windows | Anti-Lock Brakes | Alloy Wheels | Airbags,Fantasy Rides Autosales,https://jiji.ng/lekki/cars/mercedes-benz-gle-class-2020-gray-q32dLxOWZmCa8yQRxNEIJ4Vz.html,"No faults, Unpainted, Original parts",Mercedes-Benz,GLE-Class,2020,Gray,,,,,,,,,,,,
