Name,Price,Market price,Location,Thumbnail,Images,Gear,Odometer,Fuel type,Car condition,Other features,Dealer name,Page link,Second Condition,Make,Model,Year of Manufacture,Trim,Body,Drivetrain,Engine Size,Number of Cylinders,Horse Power,Color,Seats,Registered Car,Exchange Possible,VIN Chassis number,VIN number,Mileage
Honda Accord 2002 Gray,"₦ 850,000",₦ 900 K ~ 950 K,"Abuja, Kubwa",https://pictures-nigeria.jijistatic.com/117234813_NjIwLTgyNy1mMjQ4YWUwN2Iz.webp,https://pictures-nigeria.jijistatic.com/117234813_MTExLTE0OC1mMjQ4YWUwN2Iz.webp | https://pictures-nigeria.jijistatic.com/117234816_MTExLTE0OC1iZmIyZDMzZmUw.webp | https://pictures-nigeria.jijistatic.com/117332709_MTExLTE0OC0xYjZkNzk0MTYx.webp | https://pictures-nigeria.jijistatic.com/117332710_MTExLTE0OC0yZmU3ODViMmQx.webp | https://pictures-nigeria.jijistatic.com/117332711_MTExLTE0OC1mYmU5NjEzZTQ2.webp,Automatic,,,Nigerian Used,,David Soo,https://jiji.ng/kubwa/cars/honda-accord-2002-gray-C1oizPRAxctWogbLMDTuqksr.html,"First registration, Original parts, Unpainted",Honda,Accord,2002,,,,,,,Gray,,,,,,
Lexus GX 460 2010 White,"₦ 19,000,000",₦ 17.5 M ~ 18.5 M,"Lagos, Ajah",https://pictures-nigeria.jijistatic.com/109453945_NjIwLTczNi1mYzg3ZTk1ZWNk.webp,https://pictures-nigeria.jijistatic.com/109453945_MTExLTEzMi1mYzg3ZTk1ZWNk.webp | https://pictures-nigeria.jijistatic.com/109453948_MTExLTkxLTFhYTg4YTlkZDc.webp | https://pictures-nigeria.jijistatic.com/109453953_MTExLTkzLTUwNWRmZWQzOWE.webp | https://pictures-nigeria.jijistatic.com/109453952_MTExLTEyNi1kMTBmMThlMTg4.webp | https://pictures-nigeria.jijistatic.com/109453958_MTExLTkyLTM1MmE1ZDc5NGY.webp,Automatic,,Petrol,Foreign Used,,CHEVIX AUTOS,https://jiji.ng/ajah/cars/lexus-gx-460-2010-white-xu7XiP5LIxChPiGHSwHq7zoC.html,"Original parts, Unpainted, No faults",Lexus,GX,2010,460,SUV,All Wheel,4600           cc,8,305           hp,White,7,No,,,,
Lexus RX 350 FWD 2013 Gray,"₦ 13,900,000,",₦ 12.86 M ~ 13.87 M,"Lagos, Ikeja",https://pictures-nigeria.jijistatic.com/116179968_NjIwLTQ2NC0wODNlNGNkMWQz.webp,https://pictures-nigeria.jijistatic.com/116179968_MTExLTgzLTA4M2U0Y2QxZDM.webp | https://pictures-nigeria.jijistatic.com/116179967_MTExLTgzLTViYjc1ZGVhZDY.webp | https://pictures-nigeria.jijistatic.com/116179973_MTExLTgzLTkyNzRmMzhjMWQ.webp | https://pictures-nigeria.jijistatic.com/116179969_MTExLTgzLWI4MDQ1NzA0YjU.webp | https://pictures-nigeria.jijistatic.com/116179972_MTExLTgzLTAwNDQxOWZiZjM.webp,Automatic,76000 km,Petrol,Foreign Used,,Mac Tukay Motors,https://jiji.ng/ikeja/cars/lexus-rx-350-fwd-2013-gray-aDiqL2LplYIoDWbiYuv8CdFe.html,"No faults, Unpainted",Lexus,RX,2013,350 FWD,SUV,All Wheel,3500           cc,6,270           hp,Gray,5,No,,,,
Lexus RX 300 2WD 2021 Gray,"₦ 1,850,000,",,"Lagos, Ifako-Ijaiye",https://pictures-nigeria.jijistatic.com/117211042_NjIwLTgyOC1lNDBkMTU2MzI4.webp,https://pictures-nigeria.jijistatic.com/117211042_MTExLTE0OC1lNDBkMTU2MzI4.webp | https://pictures-nigeria.jijistatic.com/117211052_MTExLTE0OC01OWViMWY2NTBm.webp | https://pictures-nigeria.jijistatic.com/117211051_MTExLTE0OC1jMDA0MzUzODhi.webp | https://pictures-nigeria.jijistatic.com/117211048_MTExLTE0OC1jMTFjZTcyNGNl.webp | https://pictures-nigeria.jijistatic.com/117211050_MTExLTE0OC1iMzc0NGNiMmNl.webp,Automatic,152325 km,Petrol,Nigerian Used,,Lukman Motors,https://jiji.ng/ifako-ijaiye/cars/lexus-rx-300-2wd-2021-gray-5n79AYYB5r62ZnxtRFyzj1Xu.html,No faults,Lexus,RX,2021,300 2WD,SUV,Front Wheel,2000           cc,4,238           hp,Gray,5,Yes,,,,
Ford E-250 Van 2005 Blue,"₦ 4,500,000",,"Lagos, Ikeja",https://pictures-nigeria.jijistatic.com/109179788_NjIwLTQ2NS1mYmI0ZjJjYzdi.webp,https://pictures-nigeria.jijistatic.com/109179788_MTExLTgzLWZiYjRmMmNjN2I.webp | https://pictures-nigeria.jijistatic.com/109179789_MTExLTgzLWJmZWY0ZTg1MWM.webp | https://pictures-nigeria.jijistatic.com/109179785_MTExLTE0OC1jNjdjYThlNjI5.webp | https://pictures-nigeria.jijistatic.com/109179784_MTExLTgzLWFlYjc5NWI5OTg.webp | https://pictures-nigeria.jijistatic.com/109179783_MTExLTgzLTljYjU3OThmM2M.webp,Automatic,120000 km,,Foreign Used,,Finesse Touch Autos,https://jiji.ng/ikeja/cars/ford-e-250-van-2005-blue-cqi0Bmxn5yAzv6TmxS5Ijzf4.html,"No faults, Unpainted, Original parts",Ford,E-250,2005,Van,Van,,4600           cc,8,228           hp,Blue,2,,,1FTNE24L25H******,,
Lexus RX 2013 White,"₦ 14,000,000,",₦ 13.5 M ~ 13.85 M,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/116589564_NjIwLTgyNy1kMjM3N2RjN2U0.webp,https://pictures-nigeria.jijistatic.com/116589564_MTExLTE0OC1kMjM3N2RjN2U0.webp | https://pictures-nigeria.jijistatic.com/116588237_MTExLTgzLWRmOTMyMGY3NDI.webp | https://pictures-nigeria.jijistatic.com/116588269_MTExLTE0OC1jNzA4MGQ1YjFl.webp | https://pictures-nigeria.jijistatic.com/116588281_MTExLTE0OC0yNWMwZjg0MzJj.webp | https://pictures-nigeria.jijistatic.com/116588236_MTExLTgzLTkyOWEyYWE3ODc.webp,Automatic,,,Foreign Used,,Carmodidi Autos Africa,https://jiji.ng/lekki/cars/lexus-rx-2013-white-nIbWNIN7WeDtAOpBApG6VEd9.html,No faults,Lexus,RX,2013,,,,,,,White,,,,,,
Toyota Avalon 2008 Brown,"₦ 2,500,000,",₦ 2.64 M ~ 2.8 M,"Lagos, Alimosho",https://pictures-nigeria.jijistatic.com/117190300_NjIwLTgyNy0yMzg4ODkxOGYy.webp,https://pictures-nigeria.jijistatic.com/117190300_MTExLTE0OC0yMzg4ODkxOGYy.webp | https://pictures-nigeria.jijistatic.com/117170362_MTExLTgzLTE0MDg0Njk5ZDM.webp | https://pictures-nigeria.jijistatic.com/117190303_MTExLTE0OC1hNWZlZGVjNTlj.webp | https://pictures-nigeria.jijistatic.com/117190307_MTExLTgzLTUxNDkzODQ5MTE.webp | https://pictures-nigeria.jijistatic.com/117190309_MTExLTE0OC05MzI2Y2IwODFi.webp,Automatic,100000 km,,Nigerian Used,Air Conditioning | AM/FM Radio | CD Player | Alloy Wheels | Airbags,waaj,https://jiji.ng/alimosho/cars/toyota-avalon-2008-brown-hcFm2xmdDIMc6XFipRZGTLsk.html,"First owner, First registration, Original parts",Toyota,Avalon,2008,,,,,,,Brown,,Yes,Yes,,,
Toyota Matrix 2004 Silver,"₦ 1,350,000,",,"Oyo, Ibadan",https://pictures-nigeria.jijistatic.com/117198004_NjIwLTQ2NS01MGI4NTRkOTVl.webp,https://pictures-nigeria.jijistatic.com/117198004_MTExLTgzLTUwYjg1NGQ5NWU.webp | https://pictures-nigeria.jijistatic.com/117197932_MTExLTgzLTI3ZWQwYjY1MWY.webp | https://pictures-nigeria.jijistatic.com/117197997_MTExLTgzLTU0MzJjYTY1OGI.webp | https://pictures-nigeria.jijistatic.com/117197999_MTExLTgzLWQ5ZWFlMDcyNTU.webp | https://pictures-nigeria.jijistatic.com/117198002_MTExLTgzLWUyYmMyOWZjYTA.webp,Manual,122558 km,Petrol,Nigerian Used,Cup Holders | Airbags | Alloy Wheels | AM/FM Radio | Armrests,Ola D-City,https://jiji.ng/ibadan/cars/toyota-matrix-2004-silver-32BXnQkfpoqg8HLgdHQYISDu.html,No faults,Toyota,Matrix,2004,Standard FWD (1.8L 4cyl 5M),Hatchback,Front Wheel,1800           cc,4,130           hp,Silver,5,Yes,No,,,
Toyota Highlander Limited 2012 Black,"₦ 12,200,000",₦ 11 M ~ 11.7 M,"Lagos, Ikoyi",https://pictures-nigeria.jijistatic.com/98061946_NjIwLTgyNy1hMmQ1NzcwNGUyLTE.webp,https://pictures-nigeria.jijistatic.com/98061946_MTExLTE0OC1hMmQ1NzcwNGUyLTE.webp | https://pictures-nigeria.jijistatic.com/98061949_MTExLTE0OC00Y2MyMWM0YTNjLTE.webp | https://pictures-nigeria.jijistatic.com/98061953_MTExLTE0OC1jOTY2MzM4MzZiLTE.webp | https://pictures-nigeria.jijistatic.com/98061952_MTExLTE0OC1jZDIyZGJhZTJhLTE.webp | https://pictures-nigeria.jijistatic.com/98061954_MTExLTE0OC1jOTAzYTQ0NzQ4LTE.webp,Automatic,154638 km,Petrol,Foreign Used,,Laraba And Sons Motors Limited,https://jiji.ng/ikoyi-obalende/cars/toyota-highlander-limited-2012-black-vXgQBZHPVpad9DvdrBSONBac.html,No faults,Toyota,Highlander,2012,Limited,SUV,Front Wheel,3500           cc,6,274           hp,Black,5,No,,,,
Toyota Venza LE AWD 2013 Brown,"₦ 10,850,000,",₦ 10.5 M ~ 10.96 M,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/115556912_NjIwLTQ2NS1mNzNkMmM1YzY1.webp,https://pictures-nigeria.jijistatic.com/115556912_MTExLTgzLWY3M2QyYzVjNjU.webp | https://pictures-nigeria.jijistatic.com/115556914_MTExLTgzLWZjMjdhMjdhMmQ.webp | https://pictures-nigeria.jijistatic.com/115556918_MTExLTgzLTQxOGM1YTdlZTQ.webp | https://pictures-nigeria.jijistatic.com/115556905_MTExLTgzLTY0NTQ4YzQ2ZTA.webp | https://pictures-nigeria.jijistatic.com/115556908_MTExLTgzLTEyZjZjNGE5MGU.webp,Automatic,74523 km,Petrol,Foreign Used,Alloy Wheels | CD Player | Air Conditioning | Airbags | AM/FM Radio,TOSHIBA MOTORS,https://jiji.ng/apapa/cars/toyota-venza-le-awd-2013-brown-djoxKQesXz3ycMqCuFCKnFch.html,No faults,Toyota,Venza,2013,LE AWD,Crossover,All Wheel,2700           cc,4,181           hp,Brown,5,No,No,,,
Rover Land 2015 Black,"₦ 30,500,000",,"Lagos, Magodo",https://pictures-nigeria.jijistatic.com/111799865_NjIwLTQ2NS1hYjUwNzk2ZjY0.webp,https://pictures-nigeria.jijistatic.com/111799865_MTExLTgzLWFiNTA3OTZmNjQ.webp | https://pictures-nigeria.jijistatic.com/111800234_MTExLTgzLWM1MmFhMTBkNzI.webp | https://pictures-nigeria.jijistatic.com/111800249_MTExLTgzLWU0Y2QxM2Q2MDM.webp | https://pictures-nigeria.jijistatic.com/111800330_MTExLTgzLWJjMTIzYmEzNmY.webp | https://pictures-nigeria.jijistatic.com/111800274_MTExLTE0OC01N2ZhYzE0YmYy.webp,Automatic,47250 km,,Foreign Used,Air Conditioning | AM/FM Radio | CD Player | Alloy Wheels | Airbags | Anti-Lock Brakes | Armrests | Blind Spot Monitor | Bullbar | CarPlay | Cup Holders | Electric Mirrors | Electric Windows | Front Fog Lamps | Leather Seats | Parking Sensors | Roof Rack | Sidesteps | Spotlight | Sunroof | Traction Control | Winch | Xenon Lights,Greenhorse auto,https://jiji.ng/magodo/cars/rover-land-2015-black-fkNfBVkruBn2TyIQ2zzJodOF.html,No faults,Rover,Land,2015,,,,,,,Black,,No,Yes,5TDKZRFH5HS******,,
Toyota Highlander Limited 4x4 2009 Gray,"₦ 8,900,000,",₦ 8.75 M ~ 8.95 M,"Lagos, Alimosho",https://pictures-nigeria.jijistatic.com/108832773_NjIwLTgyNy03NTdmYTc4YWYx.webp,https://pictures-nigeria.jijistatic.com/108832773_MTExLTE0OC03NTdmYTc4YWYx.webp | https://pictures-nigeria.jijistatic.com/108832777_MTExLTgzLTFkYTkwM2E3MTg.webp | https://pictures-nigeria.jijistatic.com/108832769_MTExLTgzLTVlOTNiNDBmZWY.webp | https://pictures-nigeria.jijistatic.com/108832771_MTExLTgzLTg2NWQ1NDNmZDQ.webp | https://pictures-nigeria.jijistatic.com/108832776_MTExLTgzLTMxNmQ2YmM3ODA.webp,Automatic,63000 km,Petrol,Foreign Used,,Bishegautos,https://jiji.ng/alimosho/cars/toyota-highlander-limited-4x4-2009-gray-8XvOdrLwH6qZwyzPES6P0NBr.html,No faults,Toyota,Highlander,2009,Limited 4x4,SUV,All Wheel,3500           cc,6,274           hp,Gray,7,No,Yes,JTEDS42AX82******,,
Toyota Camry 2013 Red,"₦ 7,300,000,",₦ 7.3 M ~ 7.55 M,"Lagos, Ojodu",https://pictures-nigeria.jijistatic.com/117234648_NjIwLTgyNy1lMWMyNjYwNmQy.webp,https://pictures-nigeria.jijistatic.com/117234648_MTExLTE0OC1lMWMyNjYwNmQy.webp | https://pictures-nigeria.jijistatic.com/117229303_MTExLTgzLWVmNDc5YTU1ZTY.webp | https://pictures-nigeria.jijistatic.com/117234639_MTExLTE0OC05ZGIyMjE1NWM0.webp | https://pictures-nigeria.jijistatic.com/117229309_MTExLTgzLTZmODdjNmZiYzI.webp | https://pictures-nigeria.jijistatic.com/117234640_MTExLTE0OC04NWFkZmQxMjdj.webp,Automatic,89114 km,Petrol,Foreign Used,Air Conditioning | Alloy Wheels,Yokade motors Ltd,https://jiji.ng/ojodu/cars/toyota-camry-2013-red-rtNBnr0hvmyDm6lAK60BR1ag.html,No faults,Toyota,Camry,2013,XLE 4dr Sedan (2.5L 4cyl 6A),Sedan,Front,2500           cc,4,178           hp,Red,5,No,,,,
Lexus RX 2006 Blue,"₦ 3,750,000",₦ 4 M ~ 4.46 M,"Anambra, Awka",https://pictures-nigeria.jijistatic.com/112984508_NjIwLTgyNy1kYWVhNDExYWE5.webp,https://pictures-nigeria.jijistatic.com/112984508_MTExLTE0OC1kYWVhNDExYWE5.webp | https://pictures-nigeria.jijistatic.com/112984510_MTExLTE0OC0wZTk1MDE2M2Qx.webp | https://pictures-nigeria.jijistatic.com/112984509_MTExLTE0OC02YjY1MjdhNTA3.webp | https://pictures-nigeria.jijistatic.com/112984505_MTExLTE0OC1lY2E4NzY5OGI4.webp | https://pictures-nigeria.jijistatic.com/112984512_MTExLTE0OC1jNGIzMzljZGIw.webp,Automatic,,,Nigerian Used,,Prince Neddy,https://jiji.ng/awka-south/cars/lexus-rx-2006-blue-2x8dXRTuWqRWZtXtMX2eNrME.html,No faults,Lexus,RX,2006,,,,,,,Blue,,Yes,,,,
Toyota 4-Runner 2005 Blue,"₦ 2,500,000,",₦ 2.82 M ~ 3.47 M,"Lagos, Ifako-Ijaiye",https://pictures-nigeria.jijistatic.com/117168476_NjIwLTQ2NS03ZDFjNDZmODIx.webp,https://pictures-nigeria.jijistatic.com/117168476_MTExLTgzLTdkMWM0NmY4MjE.webp | https://pictures-nigeria.jijistatic.com/117168488_MTExLTgzLTMwNTcwOGM1YTc.webp | https://pictures-nigeria.jijistatic.com/117168489_MTExLTgzLTBiNTIwNTU2NDc.webp | https://pictures-nigeria.jijistatic.com/117168490_MTExLTgzLWFkMmE3MjVlZjI.webp | https://pictures-nigeria.jijistatic.com/117168491_MTExLTgzLTk1YzkyZGVmNGY.webp,Automatic,,,Nigerian Used,,Olafocus,https://jiji.ng/ifako-ijaiye/cars/toyota-4-runner-2005-blue-Cc3IGU4Hfp6flzGz5chWZ6b5.html,"First owner, No faults, First registration",Toyota,4-Runner,2005,,,,,,,Blue,,Yes,,,,
Toyota Hilux 2014 White,"₦ 14,000,000",₦ 12.45 M ~ 13.55 M,"Lagos, Ojodu",https://pictures-nigeria.jijistatic.com/116943482_NjIwLTQ2NS04YTM1MGE4NGU1.webp,https://pictures-nigeria.jijistatic.com/116943482_MTExLTgzLThhMzUwYTg0ZTU.webp | https://pictures-nigeria.jijistatic.com/116943514_MTExLTgzLTY0OTFjYjRkYmU.webp | https://pictures-nigeria.jijistatic.com/116949129_MTExLTE0OC00NDFhNjdkZjRl.webp | https://pictures-nigeria.jijistatic.com/116943462_MTExLTgzLWQzNmVlNGMzYTU.webp | https://pictures-nigeria.jijistatic.com/116949130_MTExLTE0OC0wMmMyMWNjOTJi.webp,Automatic,,,Nigerian Used,,Agboola Dare,https://jiji.ng/ojodu/cars/toyota-hilux-2014-white-hpuBiRDW9DRtsIA4LA8yxCOW.html,No faults,Toyota,Hilux,2014,,,,,,,White,,,,,,
Lexus RX 350 4x4 2007 Blue,"₦ 6,100,000",₦ 6.78 M ~ 7.22 M,"Lagos, Isolo",https://pictures-nigeria.jijistatic.com/82500829_NjIwLTQ2NS00NmZiMDk0ODhi.webp,https://pictures-nigeria.jijistatic.com/82500829_MTExLTgzLTQ2ZmIwOTQ4OGI.webp | https://pictures-nigeria.jijistatic.com/82500819_MTExLTgzLWVkOTA5Y2ViMjE.webp | https://pictures-nigeria.jijistatic.com/82500820_MTExLTE0OC1hNmUyMjZkNzli.webp | https://pictures-nigeria.jijistatic.com/82500821_MTExLTgzLTlkZDA5YTMzOWQ.webp | https://pictures-nigeria.jijistatic.com/82500826_MTExLTgzLWM3YTMzYzY2YmU.webp,Automatic,124582 km,Petrol,Foreign Used,,NOZIERICH AUTOS LTD,https://jiji.ng/isolo/cars/lexus-rx-350-4x4-2007-blue-fJZseE63q9MIDDLd1IpqHQpg.html,No faults,Lexus,RX,2007,350 4x4,SUV,All Wheel,3500           cc,6,276           hp,Blue,5,No,,,,
Lexus RX 350 AWD 2014 Gray,"₦ 14,800,000",₦ 14.27 M ~ 14.71 M,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/109169088_NjIwLTQ2NS1iODNmNjAwNTQ3.webp,https://pictures-nigeria.jijistatic.com/109169088_MTExLTgzLWI4M2Y2MDA1NDc.webp | https://pictures-nigeria.jijistatic.com/109169073_MTExLTgzLThlZmQzMTk0MzE.webp | https://pictures-nigeria.jijistatic.com/109169090_MTExLTgzLWE4ZDgzZWZhNTU.webp | https://pictures-nigeria.jijistatic.com/109169077_MTExLTgzLTZhZTUzZGNlNzU.webp | https://pictures-nigeria.jijistatic.com/109169082_MTExLTgzLTIyYzVkOGQ3Mzk.webp,Automatic,,Petrol,Foreign Used,,PROSPER AUTOMOBILE,https://jiji.ng/apapa/cars/lexus-rx-350-awd-2014-gray-hDrf4bfD1pdkypotp6M6miOU.html,"Unpainted, No faults",Lexus,RX,2014,350 AWD,SUV,All Wheel,3500           cc,6,270           hp,Gray,5,No,,,,
New Geely Emgrand EC7 2022 Gray,"₦ 11,500,000",,"Imo, Owerri",https://pictures-nigeria.jijistatic.com/115134840_NjIwLTgyNy0yMmFiMDJlYzli.webp,https://pictures-nigeria.jijistatic.com/115134840_MTExLTE0OC0yMmFiMDJlYzli.webp | https://pictures-nigeria.jijistatic.com/115134841_MTExLTE0OC04N2VkMGU1ZmVj.webp | https://pictures-nigeria.jijistatic.com/115134843_MTExLTE0OC02ZWM5ODdhZmZm.webp | https://pictures-nigeria.jijistatic.com/115134842_MTExLTE0OC1hNGI2NmRkM2Ex.webp | https://pictures-nigeria.jijistatic.com/115134847_MTExLTE0OC1lN2JkOWU1NDM3.webp,Automatic,1 km,,Brand New,,Emmanuel Agwu,https://jiji.ng/owerri-municipal/cars/new-geely-emgrand-ec7-2022-gray-86OFFUGQmUCA3LT6TV1Sxp3T.html,No faults,Geely,Emgrand EC7,2022,,,,,,,Gray,,No,,,,
Lexus RX 350 2014 Gray,"₦ 15,900,000",,"Oyo, Ibadan",https://pictures-nigeria.jijistatic.com/113192246_NjIwLTU5OC0wM2NhNWE2MGJk.webp,https://pictures-nigeria.jijistatic.com/113192246_MTExLTEwNy0wM2NhNWE2MGJk.webp | https://pictures-nigeria.jijistatic.com/113192241_MTExLTExMC1iOWYyZjBkZTk0.webp | https://pictures-nigeria.jijistatic.com/113192242_MTExLTEwOS00YTM3MmQ0YjM5.webp | https://pictures-nigeria.jijistatic.com/113192243_MTExLTEwOC03YmNlZWU0MTRj.webp | https://pictures-nigeria.jijistatic.com/113192244_MTExLTExMS1kODU4YTY5ODk2.webp,Manual,,,Foreign Used,,John Chima,https://jiji.ng/ibadan/cars/lexus-rx-350-2014-gray-1h99l86NoeI4TfRwYt9ywLK3.html,No faults,Lexus,RX 350,2014,,,,,,,Gray,,,,,,
Mitsubishi Eclipse Spyder GS 2009 White,"₦ 4,000,000",,"Lagos, Ojota",https://pictures-nigeria.jijistatic.com/93862694_NjIwLTQyNi0wNDgyMTJiNTk2LTE.webp,https://pictures-nigeria.jijistatic.com/93862694_MTExLTc2LTA0ODIxMmI1OTYtMQ.webp | https://pictures-nigeria.jijistatic.com/93862667_MTExLTYyLTQ5ZDg2MDViY2YtMQ.webp | https://pictures-nigeria.jijistatic.com/93862665_MTExLTYwLTQ0NWY2M2U2ZDgtMQ.webp | https://pictures-nigeria.jijistatic.com/93862697_MTExLTY0LWJhNTE4ZDUxMzktMQ.webp | https://pictures-nigeria.jijistatic.com/93862695_MTExLTcwLWM5N2RkMzQ2NmQtMQ.webp,Automatic,122000 km,Petrol,Foreign Used,,Jidomak Autos,https://jiji.ng/ojota/cars/mitsubishi-eclipse-spyder-gs-2009-white-5Rkptk3O496KTjVpemsb3UA7.html,"No faults, Original parts",Mitsubishi,Eclipse,2009,Spyder GS,,Front Wheel,2400           cc,4,164           hp,White,4,No,No,,,
Toyota Camry 2012 Red,"₦ 7,300,000",₦ 7.55 M ~ 7.8 M,"Lagos, Ogba",https://pictures-nigeria.jijistatic.com/113919610_NjIwLTYwMy04ODQ2NTVmMjU0.webp,https://pictures-nigeria.jijistatic.com/113919610_MTExLTEwOC04ODQ2NTVmMjU0.webp | https://pictures-nigeria.jijistatic.com/113919609_MTExLTExNC1lODE4MDdlYjE0.webp | https://pictures-nigeria.jijistatic.com/113919611_MTExLTEwOC04ODBkOGQ5NDZk.webp | https://pictures-nigeria.jijistatic.com/113919613_MTExLTk1LThlYmE0MDg5YTA.webp | https://pictures-nigeria.jijistatic.com/113919616_MTExLTEyOS0yOTA1MWMyMzBk.webp,Automatic,,Petrol,Foreign Used,Air Conditioning | AM/FM Radio | CD Player | Alloy Wheels | Leather Seats | Sunroof,H_O_A Autos,https://jiji.ng/ogba/cars/toyota-camry-2012-red-2Nu406AATdSpRl7YVfwBwgxn.html,"No faults, Unpainted",Toyota,Camry,2012,XLE V6 4dr Sedan (3.5L 6cyl 6A),Sedan,Front,3500           cc,6,268           hp,Red,5,No,,,,
Mercedes-Benz GLA 250 2016 Gray,"₦ 14,500,000",₦ 15.9 M ~ 16.5 M,"Abuja, Gudu",https://pictures-nigeria.jijistatic.com/113502478_NjIwLTQ2NS0zOGM5MGQ5MThh.webp,https://pictures-nigeria.jijistatic.com/113502478_MTExLTgzLTM4YzkwZDkxOGE.webp | https://pictures-nigeria.jijistatic.com/113502480_MTExLTgzLWVlOWNjY2M5Mzc.webp | https://pictures-nigeria.jijistatic.com/113502483_MTExLTgzLWE2ZTE4ZWZiYTE.webp | https://pictures-nigeria.jijistatic.com/113502477_MTExLTgzLWMyMjgxMzI4MWQ.webp | https://pictures-nigeria.jijistatic.com/113502476_MTExLTgzLTk3ZTM2MDRmMGY.webp,Automatic,94585 km,,Foreign Used,,H.A.A.AUTOS,https://jiji.ng/gudu/cars/mercedes-benz-gla-250-2016-gray-5b8CAUO3xDb19HzjmnTNVuvP.html,No faults,Mercedes-Benz,GLA 250,2016,,,,,,,Gray,,No,Yes,,,
Mercedes-Benz GLE-Class 2020 White,"₦ 70,000,000",₦ 65 M ~ 70 M,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/116058715_NjIwLTYyNi1hYzQzZDBhMTc3.webp,https://pictures-nigeria.jijistatic.com/116058715_MTExLTExMi1hYzQzZDBhMTc3.webp | https://pictures-nigeria.jijistatic.com/116058716_MTExLTEwNi1lMTIzYTdlYjU4.webp | https://pictures-nigeria.jijistatic.com/116058717_MTExLTEyNC1iODVhMzQ2MDRm.webp | https://pictures-nigeria.jijistatic.com/116058719_MTExLTg1LTVlYmMxZmY2OTE.webp | https://pictures-nigeria.jijistatic.com/116058720_MTExLTEyNi00NmNhZjA0ODM3.webp,Automatic,,,Foreign Used,Air Conditioning | AM/FM Radio | CD Player | Alloy Wheels | Airbags | Anti-Lock Brakes | Armrests | Blind Spot Monitor | Bullbar | CarPlay | CD Player | Cruise Control | Cup Holders | Electric Mirrors | Electric Windows | Front Fog Lamps | Leather Seats | LED Headlights | Parking Assist | Parking Sensors | Roof Rack | Spotlight | Sidesteps | Sunroof | Traction Control | Winch | Xenon Lights,CarFreak NG,https://jiji.ng/lekki/cars/mercedes-benz-gle-class-2020-white-bpL6JPqgLCjmHKGNxg7NcQh4.html,"No faults, Unpainted, Original parts",Mercedes-Benz,GLE-Class,2020,,,,,,,White,,No,,,,
Land Rover Range Rover Vogue 2009 White,"₦ 9,000,000",,"Lagos, Ibeju",https://pictures-nigeria.jijistatic.com/99103587_NjIwLTgyNy0yYmRlYjZjZDE3.webp,https://pictures-nigeria.jijistatic.com/99103587_MTExLTE0OC0yYmRlYjZjZDE3.webp | https://pictures-nigeria.jijistatic.com/99103608_MTExLTE0OC1lZmRjYWNjMWUz.webp | https://pictures-nigeria.jijistatic.com/99103603_MTExLTE0OC0zMzI0NmRlNDM2.webp | https://pictures-nigeria.jijistatic.com/99103573_MTExLTE0OC1hMjY3NTIwYjY1.webp | https://pictures-nigeria.jijistatic.com/99103586_MTExLTE0OC0zZmNiZTc3MGQ0.webp,Automatic,169000 km,,Foreign Used,,Nelo,https://jiji.ng/ibeju/cars/land-rover-range-rover-vogue-2009-white-z3pHnRryGPGBIur1oyaC7VLG.html,"No faults, Unpainted, Original parts",Land Rover,Range Rover Vogue,2009,,,,,,,White,,No,,,,
Lexus RX 330 4WD 2005 Blue,"₦ 4,950,000",₦ 4.07 M ~ 4.5 M,"Imo, Owerri",https://pictures-nigeria.jijistatic.com/116496612_NjIwLTQ4OC1iZTI2ZTdkMDU4.webp,https://pictures-nigeria.jijistatic.com/116496612_MTExLTg3LWJlMjZlN2QwNTg.webp | https://pictures-nigeria.jijistatic.com/116496785_MTExLTE0OC1iODc4YzAwOGRi.webp | https://pictures-nigeria.jijistatic.com/116496617_MTExLTgzLTNlN2E1NWVmMGE.webp | https://pictures-nigeria.jijistatic.com/116496620_MTExLTgzLTljNjUxOTg4MDc.webp | https://pictures-nigeria.jijistatic.com/116499014_MTExLTE0OC05Yzk0NDM4NTcx.webp,Automatic,,Petrol,Nigerian Used,,K&K AUTO MOBIL,https://jiji.ng/owerri-municipal/cars/lexus-rx-330-4wd-2005-blue-bpalPpnzt5n6vRYosA48zxxF.html,"First registration, No faults, Original parts",Lexus,RX,2005,330 4WD,SUV,All Wheel,3300           cc,6,233           hp,Blue,5,Yes,,,,
