Name,Price,Market price,Location,Thumbnail,Images,Gear,Other features,Dealer name,Page link,Second Condition,Make,Model,Year of Manufacture,Trim,Body,Drivetrain,Engine Size,Number of Cylinders,Horse Power,Color,Seats,Registered Car,Exchange Possible,VIN Chassis number,Mileage,VIN number
Toyota Camry 2013 Silver,"₦ 7,000,000",₦ 7.5 M ~ 7.87 M,"Lagos, Ikeja",https://pictures-nigeria.jijistatic.com/114985087_NjIwLTQ2NC05NmU3ZTMyMGU2.webp,https://pictures-nigeria.jijistatic.com/114985087_MTExLTgzLTk2ZTdlMzIwZTY.webp | https://pictures-nigeria.jijistatic.com/114985085_MTExLTgzLWIxZjQ1NDg2ZmQ.webp | https://pictures-nigeria.jijistatic.com/114985086_MTExLTgzLTU0Zjk2ZWFkOTI.webp | https://pictures-nigeria.jijistatic.com/114985088_MTExLTgzLTFjODcwZDIwZDg.webp | https://pictures-nigeria.jijistatic.com/114985091_MTExLTgzLWI5MWJlODYyOWE.webp,Automatic,AM/FM Radio | CD Player | Air Conditioning | Alloy Wheels | Airbags,T and K Autos,https://jiji.ng/ikeja/cars/toyota-camry-2013-silver-wYPX1kIqh5oLFCdfFd7Y0RoQ.html,"No faults, Unpainted",Toyota,Camry,2013,SE V6 4dr Sedan (3.5L 6cyl 6A),Sedan,Front,3500           cc,6,268           hp,Silver,5,No,,,,
Toyota Matrix 2010 Silver,"₦ 3,450,000,",₦ 3.14 M ~ 3.42 M,"Lagos, Surulere",https://pictures-nigeria.jijistatic.com/117194643_NjIwLTQ2NS0wZDc5NmI0OWEz.webp,https://pictures-nigeria.jijistatic.com/117194643_MTExLTgzLTBkNzk2YjQ5YTM.webp | https://pictures-nigeria.jijistatic.com/117194637_MTExLTgzLTM4ZjIyMmI2ZmI.webp | https://pictures-nigeria.jijistatic.com/117194631_MTExLTgzLTAzZGNjYWQyMzI.webp | https://pictures-nigeria.jijistatic.com/117194634_MTExLTgzLTc3YTMwOGU5ZjM.webp | https://pictures-nigeria.jijistatic.com/117196489_MTExLTE0OC05Y2Q4YzFlYTVm.webp,Automatic,,Azeed Arishe,https://jiji.ng/surulere/cars/toyota-matrix-2010-silver-hP6JryNfEC5q7Xt887Uk5Ezx.html,"No faults, First owner",Toyota,Matrix,2010,Hatchback FWD (1.8L 4cyl 5M),Hatchback,Front Wheel,1800           cc,4,132           hp,Silver,5,Yes,,,,
Toyota Sienna LE 4dr 1999 Red,"₦ 4,150,000",,"Lagos, Amuwo-Odofin",https://pictures-nigeria.jijistatic.com/112259251_NjIwLTQ2NS0yNWQ4MDhkYWNk.webp,https://pictures-nigeria.jijistatic.com/112259251_MTExLTgzLTI1ZDgwOGRhY2Q.webp | https://pictures-nigeria.jijistatic.com/112259249_MTExLTgzLTBhNTQ4NzViMGY.webp | https://pictures-nigeria.jijistatic.com/112259252_MTExLTgzLWI3OGVlNjg5MGY.webp | https://pictures-nigeria.jijistatic.com/112259244_MTExLTgzLTIzYzZiMjBjYzI.webp | https://pictures-nigeria.jijistatic.com/112259250_MTExLTgzLTExNzIwMTI5Y2Y.webp,Automatic,Armrests | Bullbar | Roof Rack | Alloy Wheels | Parking Sensors | CarPlay | CD Player | AM/FM Radio | Anti-Lock Brakes | Air Conditioning | Front Fog Lamps | Airbags | Cup Holders,Queeneth Autos,https://jiji.ng/amuwo-odofin/cars/toyota-sienna-le-4dr-1999-red-12GQ8pYL53Q4pHEKmC9CzQI5.html,"Original parts, No faults, Unpainted",Toyota,Sienna,1999,LE 4dr,Minivan,Front Wheel,3000           cc,6,194           hp,Red,7,No,,,,
Toyota Highlander Limited V6 FWD 2003,"₦ 7,000,000",₦ 4.6 M ~ 4.79 M,"Lagos, Abule Egba",https://pictures-nigeria.jijistatic.com/95637216_NjIwLTQ2NS0yMzdlOWI1MmM3.webp,https://pictures-nigeria.jijistatic.com/95637216_MTExLTgzLTIzN2U5YjUyYzc.webp | https://pictures-nigeria.jijistatic.com/95637220_MTExLTgzLTUxZWFlMmZkNzk.webp | https://pictures-nigeria.jijistatic.com/95637212_MTExLTgzLTA2MGUzMWViNDE.webp | https://pictures-nigeria.jijistatic.com/95637215_MTExLTgzLTEzYTFhODVhYjc.webp | https://pictures-nigeria.jijistatic.com/95637218_MTExLTgzLWJiYzE2ZDM3OWE.webp,Automatic,,Mateco motor ventures,https://jiji.ng/lagos-abule-egba/cars/toyota-highlander-limited-v6-fwd-2003-3m766HAa77tpH9bacpA12VnK.html,No faults,Toyota,Highlander,2003,Limited V6 FWD,SUV,Front Wheel,3000           cc,6,220           hp,Other,5,,,,,
Ford Explorer 2012 White,"₦ 5,600,000",₦ 4.32 M ~ 5.2 M,"Anambra, Awka",https://pictures-nigeria.jijistatic.com/116808362_NjIwLTQ2NS0zNzRjYTlhNGZm.webp,https://pictures-nigeria.jijistatic.com/116808362_MTExLTgzLTM3NGNhOWE0ZmY.webp | https://pictures-nigeria.jijistatic.com/116808360_MTExLTE0OC1jOWI4ZGI0ODFj.webp | https://pictures-nigeria.jijistatic.com/116808363_MTExLTgzLTEwMGNjMGJiZWY.webp | https://pictures-nigeria.jijistatic.com/116808782_MTExLTgzLTRkYjYzYzIxMmY.webp | https://pictures-nigeria.jijistatic.com/116808791_MTExLTgzLTkwMDVkNTcwOWU.webp,Automatic,Air Conditioning | AM/FM Radio | CD Player | Alloy Wheels | Airbags | Android Auto | Anti-Lock Brakes | Armrests | Blind Spot Monitor | Cruise Control | Cup Holders | CarPlay | Electric Mirrors | Electric Windows | Front Fog Lamps | Leather Seats | LED Headlights | Parking Assist | Parking Sensors | Roof Rack | Spotlight | Sunroof | Traction Control | Xenon Lights,Nwolisa George,https://jiji.ng/awka-south/cars/ford-explorer-2012-white-xnfIGfXa7vfPufA0ZEqbiWYu.html,"First owner, First registration, No faults",Ford,Explorer,2012,Limited 4dr 4x4 (3.5L 6cyl 6A),SUV,4x4,3500           cc,6,290           hp,White,,Yes,No,,,
Toyota 4-Runner 4.7 2003 Silver,"₦ 3,300,000,",₦ 2.64 M ~ 2.82 M,"Lagos, Surulere",https://pictures-nigeria.jijistatic.com/117194705_NjIwLTQ2NS04Nzc3YzM5MGJi.webp,https://pictures-nigeria.jijistatic.com/117194705_MTExLTgzLTg3NzdjMzkwYmI.webp | https://pictures-nigeria.jijistatic.com/117194693_MTExLTgzLTQxYzI4MjBiMzE.webp | https://pictures-nigeria.jijistatic.com/117194694_MTExLTgzLTFkZDY4NzI5ZTk.webp | https://pictures-nigeria.jijistatic.com/117194696_MTExLTE0OC0wMGVjYWY3ZDA4.webp | https://pictures-nigeria.jijistatic.com/117194701_MTExLTgzLTU4NTc5Yjg0YmI.webp,Automatic,,Dewhales &Partners,https://jiji.ng/surulere/cars/toyota-4-runner-4-7-2003-silver-6diGePo7rSYANdGkgCjrLPVz.html,"Original parts, No faults",Toyota,4-Runner,2003,4.7,SUV,All Wheel,4700           cc,8,,Silver,5,Yes,,,,
Toyota RAV4 Automatic 2003 Silver,"₦ 2,600,000",₦ 1.88 M ~ 1.98 M,"Lagos, Alimosho",https://pictures-nigeria.jijistatic.com/117202761_NjIwLTQ5Ni1hODI4NTdkMjk0.webp,https://pictures-nigeria.jijistatic.com/117202761_MTExLTg5LWE4Mjg1N2QyOTQ.webp | https://pictures-nigeria.jijistatic.com/117202779_MTExLTg5LWY1ZTI2MmJhNWM.webp | https://pictures-nigeria.jijistatic.com/117202827_MTExLTg5LWM4MGY5ZGFhMTg.webp | https://pictures-nigeria.jijistatic.com/117214114_MTExLTg5LWMyNmRhMzdmYjI.webp | https://pictures-nigeria.jijistatic.com/117214130_MTExLTg5LTliNTU4NjQ3ZGI.webp,Automatic,,Sulaiman Sunkanmi,https://jiji.ng/alimosho/cars/toyota-rav4-automatic-2003-silver-aewitp7bWgxml2n2HROHBTOJ.html,Original parts,Toyota,RAV4,2003,Automatic,SUV,All Wheel,2000           cc,4,,Silver,5,No,,,,
Land Rover Range Rover 2020 Black,"₦ 44,000,000",,"Abuja, Jabi",https://pictures-nigeria.jijistatic.com/112971886_NjIwLTQ2NS1lMjcxMjBiNTY3.webp,https://pictures-nigeria.jijistatic.com/112971886_MTExLTgzLWUyNzEyMGI1Njc.webp | https://pictures-nigeria.jijistatic.com/112971874_MTExLTgzLWRkZTkzOTEwODc.webp | https://pictures-nigeria.jijistatic.com/112971876_MTExLTgzLTdiOTcxZjcwZTg.webp | https://pictures-nigeria.jijistatic.com/112971875_MTExLTgzLWViMGRjMTk4MTE.webp | https://pictures-nigeria.jijistatic.com/112971877_MTExLTgzLWJlYjRiNDczZDM.webp,Automatic,,Henry Magege,https://jiji.ng/jabi/cars/land-rover-range-rover-2020-black-BKa6QOA8Z4MdORgqmAhW9SBO.html,No faults,Land Rover,Range Rover,2020,,,,,,,Black,,No,,,,
Land Rover Range Rover Evoque Pure Plus AWD 2013 Green,"₦ 14,500,000",₦ 14 M ~ 14.5 M,"Abuja, Gwarinpa",https://pictures-nigeria.jijistatic.com/112156076_NjIwLTI3OS1iZmQ2MTI2OGJh.webp,https://pictures-nigeria.jijistatic.com/112156076_MTExLTUwLWJmZDYxMjY4YmE.webp | https://pictures-nigeria.jijistatic.com/112156072_MTExLTUwLTIyNzk5NTVjMDA.webp | https://pictures-nigeria.jijistatic.com/112156066_MTExLTUwLTA1ZTBjZWY5YjY.webp | https://pictures-nigeria.jijistatic.com/112156062_MTExLTUwLTU4Nzk2YTNiNTI.webp | https://pictures-nigeria.jijistatic.com/112162927_MTExLTI0Ny0wNDUzNjNmZTFl.webp,Automatic,,Leonard Onunaku,https://jiji.ng/gwarinpa/cars/land-rover-range-rover-evoque-pure-plus-awd-2013-green-69Psm38woKeHdBHdXXoOS01m.html,No faults,Land Rover,Range Rover Evoque,2013,Pure Plus AWD,,,,,,Green,,No,,,,
Lexus RX 350 2019 Red,"₦ 24,000,000,",,"Abuja, Jabi",https://pictures-nigeria.jijistatic.com/117168604_NjIwLTQ2NS04ODJiMjdhZTdl.webp,https://pictures-nigeria.jijistatic.com/117168604_MTExLTgzLTg4MmIyN2FlN2U.webp | https://pictures-nigeria.jijistatic.com/117168699_MTExLTgzLWQ1N2JiM2Q2MDU.webp | https://pictures-nigeria.jijistatic.com/117168718_MTExLTgzLTBjMmE2NWE3NTM.webp | https://pictures-nigeria.jijistatic.com/117168724_MTExLTgzLWRjY2ZlYjNiMmI.webp | https://pictures-nigeria.jijistatic.com/117168728_MTExLTgzLWQ0MDE5ZDIxZDU.webp,Automatic,Blind Spot Monitor | Alloy Wheels | AM/FM Radio | Sunroof | Electric Mirrors | Electric Windows | Cruise Control | Parking Assist | CD Player | Armrests | Parking Sensors | Leather Seats,Kingsley Eyerake,https://jiji.ng/jabi/cars/lexus-rx-350-2019-red-kVL5X7vu2NUwFLNIu5TY9YMQ.html,"Unpainted, First owner, Original parts",Lexus,RX 350,2019,,,,,,,Red,,Yes,No,,,
Toyota Land Cruiser Prado 4.0 I 2012 Black,"₦ 13,800,000",₦ 16 M ~ 16.52 M,"Abuja, Kubwa",https://pictures-nigeria.jijistatic.com/117193705_NjIwLTgyNy1iYzkzMGEwZjhl.webp,https://pictures-nigeria.jijistatic.com/117193705_MTExLTE0OC1iYzkzMGEwZjhl.webp | https://pictures-nigeria.jijistatic.com/117193704_MTExLTE0OC01ZDUzMWNkMGJh.webp | https://pictures-nigeria.jijistatic.com/117193706_MTExLTE0OC1mZThiZWU1NzIy.webp | https://pictures-nigeria.jijistatic.com/117193707_MTExLTE0OC0yOWY5ZDUxMzA2.webp | https://pictures-nigeria.jijistatic.com/117193708_MTExLTE0OC00NTYwMTU4M2E0.webp,Automatic,,LIYAH'S EMPIRE MOTOR,https://jiji.ng/kubwa/cars/toyota-land-cruiser-prado-4-0-i-2012-black-mSMreWLB0Dn5NrQdW9jQd0UP.html,No faults,Toyota,Land Cruiser Prado,2012,4.0 i,SUV,All Wheel,4000           cc,6,282           hp,Black,5,Yes,Yes,,,
Lexus RX 350L Luxury AWD 2019 Gray,"₦ 27,500,000,",₦ 29 M ~ 31.75 M,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/116886171_NjIwLTgyNy0yYjc0ZGE5MjUx.webp,https://pictures-nigeria.jijistatic.com/116886171_MTExLTE0OC0yYjc0ZGE5MjUx.webp | https://pictures-nigeria.jijistatic.com/116885905_MTExLTE0OC0wMWZiMjAyNzQ1.webp | https://pictures-nigeria.jijistatic.com/116885897_MTExLTE0OC0wNDhhZjEzM2Zk.webp | https://pictures-nigeria.jijistatic.com/116885898_MTExLTE0OC0zNzI2NzAxOGJk.webp | https://pictures-nigeria.jijistatic.com/116885899_MTExLTgzLTI3ZWQ2YzU0OGI.webp,Automatic,Airbags | CD Player | Alloy Wheels | Armrests | Air Conditioning | Cruise Control | Sunroof | AM/FM Radio | AM/FM Radio | Parking Sensors | LED Headlights | Parking Assist | Cup Holders | CarPlay | Anti-Lock Brakes | Air Conditioning | Alloy Wheels | Leather Seats | Airbags | CD Player,Crispals Limited,https://jiji.ng/lekki/cars/lexus-rx-350l-luxury-awd-2019-gray-Cwt9lB1H5HZ9TJLWbrxVdxNE.html,"Original parts, Unpainted, No faults",Lexus,RX,2019,350L Luxury AWD,SUV,All Wheel,3500           cc,6,295           hp,Gray,5,No,No,,,
Mercedes-Benz C300 2015 Silver,"₦ 12,000,000",,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/110324661_NjIwLTgyNy1hYzA4NzQyMGE2.webp,https://pictures-nigeria.jijistatic.com/110324661_MTExLTE0OC1hYzA4NzQyMGE2.webp | https://pictures-nigeria.jijistatic.com/110324659_MTExLTE0OC1lODFkYWI5OTU1.webp | https://pictures-nigeria.jijistatic.com/110322070_MTExLTgzLTlmYmZjMzkxMDY.webp | https://pictures-nigeria.jijistatic.com/110322067_MTExLTgzLTUzZTNmMTYwM2E.webp | https://pictures-nigeria.jijistatic.com/110324664_MTExLTE0OC1hMWI1MjY4ZmIy.webp,Automatic,,THAYOR Coleman limited,https://jiji.ng/lekki/cars/mercedes-benz-c300-2015-silver-iGmmUhEPfwP9fCDuDdkuwkce.html,After crash,Mercedes-Benz,C300,2015,Sport 4dr AWD 4Matic Sedan (2.0L 4cyl 7A),Sedan,All Wheel,2000           cc,4,241           hp,Silver,5,No,,,,
Lexus RX 350 2019 Gold,"₦ 28,000,000,",₦ 30 M ~ 31.95 M,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/117219067_NjIwLTQ2NC0zOTI3NWVmNGNj.webp,https://pictures-nigeria.jijistatic.com/117219067_MTExLTgzLTM5Mjc1ZWY0Y2M.webp | https://pictures-nigeria.jijistatic.com/117219059_MTExLTgzLTRmNTcxZDE0M2Y.webp | https://pictures-nigeria.jijistatic.com/117219064_MTExLTgzLTFjYzI4MzRmOTI.webp | https://pictures-nigeria.jijistatic.com/117219070_MTExLTgzLWQ1ZGEyMjhmMzE.webp | https://pictures-nigeria.jijistatic.com/117219063_MTExLTgzLWU0NDJkZTRmZDQ.webp,Automatic,,princedozay,https://jiji.ng/lekki/cars/lexus-rx-350-2019-gold-aJfqogqUMhtwjd2hQCP2NLUm.html,No faults,Lexus,RX 350,2019,,,,,,,Gold,,No,,,,
Mazda CX-7 2007 Beige,"₦ 4,300,000,",₦ 4 M ~ 4.2 M,"Lagos, Surulere",https://pictures-nigeria.jijistatic.com/103027209_NjIwLTgyOC1kMzExOWVjMDY0.webp,https://pictures-nigeria.jijistatic.com/103027209_MTExLTE0OC1kMzExOWVjMDY0.webp | https://pictures-nigeria.jijistatic.com/103027210_MTExLTE0OC1hYWMzZmEzYWE3.webp | https://pictures-nigeria.jijistatic.com/103027216_MTExLTE0OC1lNzA3NmY2MjQ1.webp | https://pictures-nigeria.jijistatic.com/103027212_MTExLTgzLWYxMGQ5OWYzZmI.webp | https://pictures-nigeria.jijistatic.com/103027220_MTExLTE0OC00MTYxNjE0NTIx.webp,Automatic,,Adebola Apesin,https://jiji.ng/surulere/cars/mazda-cx-7-2007-beige-3JEGvw2WTH3n0hixLQkYAezd.html,No faults,Mazda,CX-7,2007,,,,,,,Beige,,No,,,,
Lexus RX 2005 Black,"₦ 6,800,000,",₦ 6.45 M ~ 6.6 M,"Oyo, Ibadan",https://pictures-nigeria.jijistatic.com/112854160_NjIwLTQ2NS1kODVhZDk5NDA1.webp,https://pictures-nigeria.jijistatic.com/112854160_MTExLTgzLWQ4NWFkOTk0MDU.webp | https://pictures-nigeria.jijistatic.com/112854170_MTExLTgzLTU2YmFmOWZjZjc.webp | https://pictures-nigeria.jijistatic.com/112854168_MTExLTgzLTY1MGRhMTEzMjk.webp | https://pictures-nigeria.jijistatic.com/112854249_MTExLTgzLWFhY2UyMDEwMTY.webp | https://pictures-nigeria.jijistatic.com/112854292_MTExLTgzLWMzMzNhM2JlNzM.webp,Automatic,,Adebayo,https://jiji.ng/ibadan/cars/lexus-rx-2005-black-wi2CyGaIMFg7azB7bd8d0UP9.html,No faults,Lexus,RX,2005,,,,,,,Black,,,,,,
Toyota Venza AWD 2011 Green,"₦ 8,950,000,",₦ 9 M ~ 9.25 M,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/115984825_NjIwLTEzNzgtODA1M2YzMzg2Mg.webp,https://pictures-nigeria.jijistatic.com/115984825_MTExLTI0Ny04MDUzZjMzODYy.webp | https://pictures-nigeria.jijistatic.com/115984816_MTExLTI0Ny0zY2U3ZTMwYWYx.webp | https://pictures-nigeria.jijistatic.com/115984812_MTExLTI0Ny0xYzYwODc1NmUy.webp | https://pictures-nigeria.jijistatic.com/115984819_MTExLTI0Ny0yNmYzY2VhMzBh.webp | https://pictures-nigeria.jijistatic.com/115984815_MTExLTI0Ny1lNDVhZGEwYjIz.webp,Automatic,,Sunny Auto Mobiles,https://jiji.ng/apapa/cars/toyota-venza-awd-2011-green-5Q7uDTMrZUTodQDdRGQ0XbIE.html,No faults,Toyota,Venza,2011,AWD,Crossover,All Wheel,2700           cc,4,185           hp,Green,5,No,,,,
Mercedes-Benz C300 2009 White,"₦ 5,500,000",₦ 5.82 M ~ 6 M,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/80436660_NjIwLTQ2NS05YmMzOTcwOGJi.webp,https://pictures-nigeria.jijistatic.com/80436660_MTExLTgzLTliYzM5NzA4YmI.webp | https://pictures-nigeria.jijistatic.com/80436673_MTExLTgzLWM0NjY2MTRlYzE.webp | https://pictures-nigeria.jijistatic.com/80436666_MTExLTgzLWM0NzAzZmM2ZmY.webp | https://pictures-nigeria.jijistatic.com/80436675_MTExLTgzLTNlNjU5NzhhN2Q.webp | https://pictures-nigeria.jijistatic.com/80436668_MTExLTgzLWM4N2E5MWZkNGM.webp,Automatic,,Delight Autos,https://jiji.ng/apapa/cars/mercedes-benz-c300-2009-white-u8oTXIJSHKPwxAAJQ8M7cKIA.html,"Unpainted, No faults, Original parts",Mercedes-Benz,C300,2009,Luxury Sedan RWD (3.0L 6cyl 7A),Sedan,Rear Wheel,3000           cc,6,228           hp,White,5,No,,,,
Toyota Corolla 2005 Gray,"₦ 1,470,000",,,https://pictures-nigeria.jijistatic.com/116220901_NjIwLTQ2NS1mNTMwYmViOTkyLTE.webp,https://pictures-nigeria.jijistatic.com/116220901_MTExLTgzLWY1MzBiZWI5OTItMQ.webp | https://pictures-nigeria.jijistatic.com/116220934_MTExLTgzLWU0OWNjNDg4NTEtMQ.webp | https://pictures-nigeria.jijistatic.com/116220916_MTExLTgzLWJlYmNlOTk5NGUtMQ.webp | https://pictures-nigeria.jijistatic.com/116220913_MTExLTgzLTk1NWUxNjFiMWItMQ.webp | https://pictures-nigeria.jijistatic.com/116220820_MTExLTgzLWVhNWU3NTk3YmQtMQ.webp,,,Cars45,https://jiji.ng/gwarinpa/cars/toyota-corolla-2005-gray-upGG9dhkJcp5jnL2meSPTzdm.html,,,,,,,,,,,,,,,,,
Lexus RX 2005 Silver,"₦ 6,750,000",₦ 6.45 M ~ 6.6 M,"Lagos, Surulere",https://pictures-nigeria.jijistatic.com/110259493_NjIwLTExMDItZTBjM2NhY2JhZA.webp,https://pictures-nigeria.jijistatic.com/110259493_MTExLTE5Ny1lMGMzY2FjYmFk.webp | https://pictures-nigeria.jijistatic.com/110259494_MTExLTE5Ny1mMWM2ODQwNTJk.webp | https://pictures-nigeria.jijistatic.com/110259496_MTExLTE5Ny02YzQxY2EyMDhi.webp | https://pictures-nigeria.jijistatic.com/110259497_MTExLTE5Ny1kZTEzNGJiNmJk.webp | https://pictures-nigeria.jijistatic.com/110259501_MTExLTE5Ny01Mjg2NjAzZTRl.webp,Automatic,,Scrollfield enterprise,https://jiji.ng/surulere/cars/lexus-rx-2005-silver-uSjeQgOISPJp9nW1vTf8GeW5.html,"Unpainted, No faults",Lexus,RX,2005,,,,,,,Silver,,,,,,
Toyota Sequoia 2005 Black,"₦ 1,500,000",,"Rivers, Port-Harcourt",https://pictures-nigeria.jijistatic.com/117181530_NjIwLTQ2NS1iZjViMzllY2Ri.webp,https://pictures-nigeria.jijistatic.com/117181530_MTExLTgzLWJmNWIzOWVjZGI.webp | https://pictures-nigeria.jijistatic.com/117181392_MTExLTgzLTU1YTdiNGQ0ZDY.webp | https://pictures-nigeria.jijistatic.com/117181570_MTExLTgzLTQyNjM1YjdiZjQ.webp | https://pictures-nigeria.jijistatic.com/117181529_MTExLTgzLTY5ZTc4MTI2NmY.webp | https://pictures-nigeria.jijistatic.com/117181532_MTExLTgzLTEwOTYzYzA0MTQ.webp,Automatic,,Daniel Daniel,https://jiji.ng/port-harcourt/cars/toyota-sequoia-2005-black-wZ1UrizqSDKti55AiJagWPpO.html,No faults,Toyota,Sequoia,2005,,,,,,,Black,,Yes,,,,
Lexus RX 330 2005 White,"₦ 6,550,000,",₦ 6.5 M ~ 6.65 M,"Lagos, Amuwo-Odofin",https://pictures-nigeria.jijistatic.com/116846022_NjIwLTQ2NS02OGI0ODZhYjcw.webp,https://pictures-nigeria.jijistatic.com/116846022_MTExLTgzLTY4YjQ4NmFiNzA.webp | https://pictures-nigeria.jijistatic.com/116846023_MTExLTgzLTg5YzdjZTQ4ZTU.webp | https://pictures-nigeria.jijistatic.com/116846015_MTExLTgzLWQ2YWIyZDBiYWI.webp | https://pictures-nigeria.jijistatic.com/116846018_MTExLTgzLWI5ZTZlYjIwZDg.webp | https://pictures-nigeria.jijistatic.com/116846013_MTExLTgzLTU3YThiMDQ3YTI.webp,Automatic,,Chidozie Automobiles,https://jiji.ng/amuwo-odofin/cars/lexus-rx-330-2005-white-d3ZKwVFSWxrsrTCBeucWY21s.html,No faults,Lexus,RX,2005,330,SUV,Front Wheel,3300           cc,6,234           hp,White,5,,,JTJHA31U340******,,
Toyota Highlander 2003 Silver,"₦ 3,500,000",₦ 2.64 M ~ 2.79 M,"Abuja, Gwarinpa",https://pictures-nigeria.jijistatic.com/117190532_NjIwLTgyNy0zZjRhMmVlNjY1.webp,https://pictures-nigeria.jijistatic.com/117190532_MTExLTE0OC0zZjRhMmVlNjY1.webp | https://pictures-nigeria.jijistatic.com/117190526_MTExLTgzLWE2MmM5MTk4Zjc.webp | https://pictures-nigeria.jijistatic.com/117190521_MTExLTgzLThlZjYwNGIzYjQ.webp | https://pictures-nigeria.jijistatic.com/117190517_MTExLTgzLTVhODM2Y2IwYzg.webp | https://pictures-nigeria.jijistatic.com/117190516_MTExLTgzLWIxY2RhOTIxMWU.webp,Automatic,,Kingsley Akimbo,https://jiji.ng/gwarinpa/cars/toyota-highlander-2003-silver-hcdW9vnsKFgSklhuZn1Ev5Ze.html,No faults,Toyota,Highlander,2003,,,,,,,Silver,,Yes,,,,
Toyota Highlander V6 AWD 2003 White,"₦ 5,800,000",₦ 4.6 M ~ 4.8 M,"Lagos, Ikoyi",https://pictures-nigeria.jijistatic.com/107301775_NjIwLTQ2NS0yYzhiOGE1YTY3LTE.webp,https://pictures-nigeria.jijistatic.com/107301775_MTExLTgzLTJjOGI4YTVhNjctMQ.webp | https://pictures-nigeria.jijistatic.com/107301772_MTExLTE0OC00MGNjM2EzMzUyLTE.webp | https://pictures-nigeria.jijistatic.com/107301771_MTExLTgzLTAxNjAxZGEzNDEtMQ.webp | https://pictures-nigeria.jijistatic.com/107301782_MTExLTgzLTdiMDgwZWNjNjUtMQ.webp | https://pictures-nigeria.jijistatic.com/107301776_MTExLTgzLTQ1ODk4ZThjMjctMQ.webp,Automatic,,Laraba And Sons Motors Limited,https://jiji.ng/ikoyi-obalende/cars/toyota-highlander-v6-awd-2003-white-2Ugwoqk9IaQfVdyb1ws6NNMe.html,No faults,Toyota,Highlander,2003,V6 AWD,SUV,All Wheel,3000           cc,6,220           hp,White,5,No,No,,,
Toyota Corolla 2016 Silver,"₦ 5,700,000",₦ 5.6 M ~ 5.82 M,"Delta, Warri",https://pictures-nigeria.jijistatic.com/117184235_NjIwLTQ2NS1kMTAzNGM2ZmE5.webp,https://pictures-nigeria.jijistatic.com/117184235_MTExLTgzLWQxMDM0YzZmYTk.webp | https://pictures-nigeria.jijistatic.com/117184259_MTExLTE0OC03ZGM2N2FkOThi.webp | https://pictures-nigeria.jijistatic.com/117184261_MTExLTE0OC04YjkxOTMwMmYx.webp | https://pictures-nigeria.jijistatic.com/117184258_MTExLTgzLTFmOTM2OTNjZDI.webp | https://pictures-nigeria.jijistatic.com/117184287_MTExLTE0OC1jZjNkMDJlNjVl.webp,Automatic,,Charles Omokhagbor,https://jiji.ng/warri-south/cars/toyota-corolla-2016-silver-zWctE7Z9VP1G21QHnRZ0R0fT.html,No faults,Toyota,Corolla,2016,,,,,,,Silver,,,,,,
Lexus RX 350 2011 White,"₦ 10,900,000,",₦ 11 M ~ 11.5 M,"Lagos, Amuwo-Odofin",https://pictures-nigeria.jijistatic.com/116853394_NjIwLTQ2NS1jNDY0MzVmNjMz.webp,https://pictures-nigeria.jijistatic.com/116853394_MTExLTgzLWM0NjQzNWY2MzM.webp | https://pictures-nigeria.jijistatic.com/116853421_MTExLTgzLThlYjBiZDYxNDU.webp | https://pictures-nigeria.jijistatic.com/116853422_MTExLTgzLWQyZmMyZjRhNmM.webp | https://pictures-nigeria.jijistatic.com/116853423_MTExLTgzLWRlM2Q4M2IxNDk.webp | https://pictures-nigeria.jijistatic.com/116853425_MTExLTgzLWMyYWYxZGViY2M.webp,Automatic,,Wheelers Automobiles,https://jiji.ng/amuwo-odofin/cars/lexus-rx-350-2011-white-BbPZyDPCz9BwukOPcBnJaDMg.html,No faults,Lexus,RX,2011,350,SUV,,3500           cc,6,279           hp,White,5,No,,,,
Toyota Highlander Limited V6 4x4 2004 Silver,"₦ 3,999,999",₦ 2.59 M ~ 2.78 M,"Oyo, Ibadan",https://pictures-nigeria.jijistatic.com/115587421_NjIwLTQ2NS1lMmNjNGYxNTIz.webp,https://pictures-nigeria.jijistatic.com/115587421_MTExLTgzLWUyY2M0ZjE1MjM.webp | https://pictures-nigeria.jijistatic.com/115587416_MTExLTgzLWZjYzE5ZDk5OTU.webp | https://pictures-nigeria.jijistatic.com/115587415_MTExLTE0OC04NWRjN2YzYjE5.webp | https://pictures-nigeria.jijistatic.com/115587417_MTExLTgzLTBjYTk0M2U3OGU.webp | https://pictures-nigeria.jijistatic.com/115587419_MTExLTgzLTE5YWQzN2ZhZDg.webp,Automatic,,CarsKevHServices Ltd,https://jiji.ng/ibadan/cars/toyota-highlander-limited-v6-4x4-2004-silver-w1WbbrRk62akSnc6Vn624vCN.html,No faults,Toyota,Highlander,2004,Limited V6 4x4,SUV,All Wheel,3300           cc,6,233           hp,Silver,7,Yes,,,,
